Date,Open,High,Low,Close,Adj Close,Volume,10avg,20avg,60avg,MACD_line,MACD_signal,MACD_hist,WR_14,EMA_12,EMA_50
1990-04-18,435.5,436.1000061035156,431.29998779296875,431.5,431.5,149750000,434.1420013427734,435.5860000610352,430.23199971516925,-0.09402129831607908,0.23863844216043917,-0.33265974047651825,-40.86033149243789,434.25578909650005,434.9355536851595
1990-04-19,430.20001220703125,431.0,428.8999938964844,429.0,429.0,145640000,433.5220001220703,435.1559997558594,430.22533315022787,-0.5063219847712617,0.089646356774099,-0.5959683415453607,-81.39529107006618,433.447206158577,434.7027868739768
1990-04-20,429.70001220703125,429.79998779296875,424.8999938964844,425.79998779296875,425.79998779296875,150320000,432.8820007324219,434.64100036621096,430.2019999186198,-1.0788511660617814,-0.1440531477930771,-0.9347980182687043,-98.9582704173594,432.2707110254065,434.353657498251
1990-04-23,423.3999938964844,425.29998779296875,418.20001220703125,420.1000061035156,420.1000061035156,125990000,432.1199981689453,434.20599975585935,430.2036661783854,-1.9698187087835208,-0.5092062599911659,-1.460612448792355,-93.38240078986637,430.39829488357714,433.79469077688884
1990-04-24,421.70001220703125,422.29998779296875,418.70001220703125,419.20001220703125,419.20001220703125,126790000,431.0399993896484,433.3460006713867,430.11866607666013,-2.7172165108203217,-0.9508083101569971,-1.7664082006633246,-90.64041852703738,428.67548216410853,433.22235044081606
1990-04-25,420.0,420.70001220703125,419.20001220703125,420.6000061035156,420.6000061035156,121710000,429.93999938964845,432.36600189208986,430.0836664835612,-3.1601387342257112,-1.39267439497074,-1.7674643392549712,-95.07388866338941,427.4331012317096,432.72735654523564
1990-04-26,421.70001220703125,422.0,419.3999938964844,421.1000061035156,421.1000061035156,115930000,428.81000061035155,431.42100219726564,430.12533315022785,-3.4312585533127162,-1.8003912266391353,-1.630867326673581,-88.1773628587321,426.4587789042952,432.27138201810936
1990-04-27,420.6000061035156,421.3999938964844,417.5,418.0,418.0,116010000,427.57000122070315,430.64100189208983,430.2986663818359,-3.851865638595143,-2.2106861090303367,-1.6411795295648064,-85.7143071904268,425.1574283036344,431.7117199781835
1990-04-30,417.5,420.1000061035156,417.0,420.1000061035156,420.1000061035156,105790000,425.74000244140626,429.7710021972656,430.3353332519531,-3.969983345147398,-2.562545556253749,-1.407437788893649,-97.61904761904762,424.37936334976996,431.25635864976516
1990-05-01,422.0,422.20001220703125,420.70001220703125,421.8999938964844,421.8999938964844,124130000,424.0800018310547,429.0010025024414,430.37366689046223,-3.8736949625780426,-2.824775437518608,-1.0489195250594348,-85.58136696039244,423.99792189541836,430.8894423849306
1990-05-02,422.79998779296875,423.6000061035156,422.29998779296875,423.6000061035156,423.6000061035156,143260000,422.73000183105466,428.4360015869141,430.36866658528646,-3.6184971652739364,-2.983519783069674,-0.6349773822042626,-77.20933071402617,423.93670408127946,430.6035821386006
1990-05-03,425.0,426.6000061035156,424.3999938964844,425.3999938964844,425.3999938964844,160850000,421.94000244140625,427.73100128173826,430.35033315022787,-3.2337306663484355,-3.0335619597254264,-0.20016870662300912,-69.30229719295058,424.16182559131096,430.39951985459606
1990-05-04,427.3999938964844,428.6000061035156,425.70001220703125,428.6000061035156,428.6000061035156,136810000,421.5800018310547,427.23100128173826,430.37366638183596,-2.6401521715712875,-2.954880002094599,0.31472783052331144,-60.930260946584305,424.8446225931886,430.328950687887
1990-05-07,429.29998779296875,431.6000061035156,429.1000061035156,431.20001220703125,431.20001220703125,122690000,421.86000366210936,426.99000091552733,430.4036666870117,-1.9376026967893836,-2.7514245410335563,0.8138218442441727,-39.267003158807995,425.8223748414721,430.36310996314756
1990-05-08,431.1000061035156,431.8999938964844,430.70001220703125,431.79998779296875,431.79998779296875,133840000,422.9700042724609,427.0050018310547,430.46866709391276,-1.3172299538878747,-2.46458562360442,1.1473556697165455,-25.65441010818558,426.7420076032408,430.41945811333665
1990-05-09,431.3999938964844,431.8999938964844,430.5,431.29998779296875,431.29998779296875,146630000,424.23000183105466,427.0850006103516,430.51866709391277,-0.8560578054164125,-2.142880059966819,1.2868222545504064,-0.6711821777270744,427.44323532473743,430.4539886890085
1990-05-10,431.79998779296875,433.5,431.1000061035156,433.20001220703125,433.20001220703125,142490000,425.3,427.0550003051758,430.60033365885414,-0.33341605144192954,-1.7809872582618411,1.4475712068199116,-4.026888250317977,428.32889330662874,430.5616758857937
1990-05-11,434.5,438.20001220703125,433.79998779296875,438.1000061035156,438.1000061035156,167560000,426.51000061035154,427.04000091552734,430.7236673990885,0.47074342334525454,-1.3306411219404222,1.8013845452856767,-1.8181078361742424,429.8321414292267,430.8572966786455
1990-05-14,440.20001220703125,443.1000061035156,438.79998779296875,441.6000061035156,441.6000061035156,177170000,428.52000122070314,427.1300018310547,430.9153340657552,1.37462057967889,-0.7895887816165597,2.1642093612954496,-0.47172663175380963,431.642582148348,431.27857940118946
1990-05-15,441.0,442.6000061035156,440.0,442.5,442.5,162330000,430.6700012207031,427.37500152587893,431.11533406575523,2.1389156360168045,-0.2038878980898869,2.3428035341066913,-5.747125092809663,433.31295412552527,431.71863511094676
1990-05-16,442.29998779296875,442.8999938964844,440.3999938964844,442.8999938964844,442.8999938964844,152490000,432.73000183105466,427.73000183105466,431.3403340657552,2.7452555421433544,0.3859407899567614,2.359314752186593,-2.2988734222357334,434.7878833210574,432.1571197692032
1990-05-17,445.0,445.70001220703125,443.3999938964844,445.70001220703125,445.70001220703125,171410000,434.6600006103516,428.3000015258789,431.6586675008138,3.4123864957375076,0.9912299311129107,2.4211565646245967,-0.7663301159316921,436.466672380438,432.6882135902945
1990-05-18,446.0,448.5,445.0,448.29998779296875,448.29998779296875,191410000,436.69000244140625,429.13500213623047,432.06200103759767,4.103585306739433,1.613701006238215,2.4898843005012177,-0.0,438.28718244390427,433.30044002961506
1990-05-21,448.8999938964844,452.8999938964844,448.3999938964844,452.8999938964844,452.8999938964844,169470000,438.6600006103516,430.26000213623047,432.4870010375977,4.965310385648365,2.284022882120245,2.6812875035281203,-0.7194686865360338,440.5353072827628,434.0690499851786
1990-05-22,455.20001220703125,455.6000061035156,452.20001220703125,453.8999938964844,453.8999938964844,190160000,440.8299987792969,431.9000015258789,433.0436676025391,5.6636384630197085,2.959945998300138,2.7036924647195706,-0.0,442.59141291564305,434.8467340601318
1990-05-23,453.79998779296875,456.8999938964844,453.20001220703125,456.8999938964844,456.8999938964844,188740000,443.0399993896484,433.63500061035154,433.59200083414714,6.385534951410136,3.645063788922138,2.7404711624879985,-5.44875494198728,444.7927330665417,435.7115677792044
1990-05-24,457.5,458.8999938964844,457.1000061035156,458.29998779296875,458.29998779296875,174330000,445.6,435.45,434.1636672973633,6.990034163955158,4.314057863928742,2.6759763000264165,-0.0,446.8707722552228,436.59738817190106
1990-05-25,454.6000061035156,456.20001220703125,453.0,453.70001220703125,453.70001220703125,152190000,448.10999755859376,437.3099990844727,434.70533396402993,7.017036529732366,4.854653597089467,2.162382932642899,-2.0134441251589883,447.921424555501,437.2680793105336
1990-05-29,454.1000061035156,457.6000061035156,453.70001220703125,457.5,457.5,134000000,449.6699981689453,439.0949996948242,435.1470006306966,7.261358930509914,5.3359946637735565,1.9253642667363575,-18.309798616177975,449.39505154696235,438.0614879650225
1990-05-30,459.3999938964844,459.79998779296875,457.70001220703125,458.79998779296875,458.79998779296875,169350000,451.25999755859374,440.9649993896484,435.58866729736326,7.473731815680594,5.763542094154964,1.71018972152563,-4.929557032960066,450.8419648155787,438.8747624680792
1990-05-31,458.20001220703125,460.0,457.5,459.0,459.0,157260000,452.88999633789064,442.8099990844727,436.0653335571289,7.5709054850712505,6.125014772338222,1.4458907127330285,-3.4843227804827737,452.09704715164355,439.663987469331
1990-06-01,459.5,462.5,459.5,462.1000061035156,462.1000061035156,168060000,454.4999969482422,444.5799987792969,436.51033376057944,7.808054510827844,6.4616227200361465,1.3464317907916978,-3.8167921148205872,453.63596391347005,440.54383133733825
1990-06-04,462.79998779296875,465.6000061035156,460.5,465.6000061035156,465.6000061035156,142170000,456.13999633789064,446.4149993896484,437.003667195638,8.184076630599293,6.806113502148776,1.3779631284505172,-1.6877370905560378,455.4765857888617,441.52642642620793
1990-06-05,467.20001220703125,467.6000061035156,464.0,464.6000061035156,464.6000061035156,173460000,457.8699981689453,448.26499938964844,437.4886672973633,8.305642945171144,7.10601939075325,1.1996235544178937,-0.0,456.88018891419307,442.4312726880632
1990-06-06,463.3999938964844,465.20001220703125,463.20001220703125,465.0,465.0,156520000,459.0399993896484,449.9349990844727,437.9520009358724,8.338144352088932,7.352444383020387,0.9856999690685448,-11.02940681484141,458.12939061970184,443.3163208179431
1990-06-07,465.79998779296875,466.6000061035156,462.3999938964844,464.1000061035156,464.1000061035156,151040000,460.15,451.5949996948242,438.42533416748046,8.196792444375205,7.521313995291352,0.6754784490838537,-10.743821454603234,459.04794684798094,444.13136729973024
1990-06-08,463.1000061035156,463.70001220703125,459.29998779296875,460.8999938964844,460.8999938964844,137900000,460.8700012207031,453.23500061035156,438.91700083414713,7.737364278575626,7.564524051948207,0.17284022662741894,-15.486721481263427,459.3328771631353,444.788960499603
1990-06-11,459.3999938964844,462.79998779296875,458.5,462.79998779296875,462.79998779296875,112220000,461.1300018310547,454.61999969482423,439.32866719563805,7.440804809607982,7.539780203480162,-0.09897539387217957,-34.89587472542144,459.8662787984943,445.49527529542127
1990-06-12,464.70001220703125,466.6000061035156,463.0,466.6000061035156,466.6000061035156,163290000,462.0399993896484,455.85499877929686,439.7403335571289,7.4267975147099605,7.5171836657261215,-0.09038615101616099,-31.168962421749132,460.90223684542065,446.3229117976995
1990-06-13,467.3999938964844,469.3999938964844,467.0,468.8999938964844,468.8999938964844,163550000,462.95,457.10499877929686,440.1470001220703,7.514662078947367,7.516679348370371,-0.0020172694230033983,-6.849312205144927,462.1326610071228,447.2082875662793
1990-06-14,467.79998779296875,468.5,465.79998779296875,467.1000061035156,467.1000061035156,155170000,463.9600006103516,458.4249984741211,440.58033345540366,7.354275892754629,7.484198657247223,-0.1299227644925942,-3.0487816224564797,462.8968679450294,447.9883549598964
1990-06-15,466.79998779296875,468.29998779296875,466.20001220703125,467.6000061035156,467.6000061035156,168500000,464.77000122070314,459.63499908447267,441.03033345540365,7.184693827871399,7.424297691372058,-0.2396038635006592,-14.024321030154727,463.62042766171953,448.7574393184697
1990-06-18,465.70001220703125,467.0,460.5,460.79998779296875,460.79998779296875,157650000,465.32000122070315,460.72999877929686,441.5020004272461,6.427501930863741,7.224938539270395,-0.7974366084066542,-11.464903772326938,463.18651383575786,449.22969612139127
1990-06-19,459.79998779296875,461.0,458.70001220703125,460.5,460.5,142980000,464.8399993896484,461.35499877929686,441.9403335571289,5.737081880710889,6.927367207558494,-1.1902853268476052,-72.26899591987464,462.7732040148721,449.6716688225132
1990-06-20,462.0,462.29998779296875,459.6000061035156,460.79998779296875,460.79998779296875,148090000,464.42999877929685,461.73499908447263,442.3270004272461,5.154705290648792,6.572834824176554,-1.418129533527762,-74.7899030361159,462.4696322884254,450.1080734880213
1990-06-21,460.29998779296875,461.29998779296875,459.20001220703125,461.29998779296875,461.29998779296875,144290000,464.00999755859374,462.0799987792969,442.6936670939128,4.679570295122744,6.194181918365793,-1.5146116232430487,-78.89918274439974,462.28968698143206,450.54697208821534
1990-06-22,462.70001220703125,462.8999938964844,459.29998779296875,459.29998779296875,459.29998779296875,167540000,463.72999572753906,462.2999984741211,443.05700022379557,4.094440936290312,5.774233721950697,-1.6797927856603856,-74.31202421249206,461.82973326012996,450.8902276060488
1990-06-25,459.1000061035156,459.70001220703125,455.5,455.6000061035156,455.6000061035156,113560000,463.5699951171875,462.3499984741211,443.4336664835612,3.294190723387885,5.278225122238135,-1.98403439885025,-92.6606583401228,460.8713136975739,451.0749248020279
1990-06-26,457.6000061035156,458.1000061035156,455.20001220703125,455.3999938964844,455.3999938964844,131620000,462.84999694824216,462.4449981689453,443.7703333536784,2.613718036098419,4.7453237050101915,-2.1316056689117726,-99.28053131346397,460.029572189714,451.24453535475175
1990-06-27,454.29998779296875,457.1000061035156,453.20001220703125,456.8999938964844,456.8999938964844,137450000,461.72999572753906,462.33999786376955,444.1019999186198,2.1704563234231955,4.230350228692792,-2.059893905269597,-98.59167642728963,459.5480986061402,451.4663180426628
1990-06-28,458.3999938964844,460.5,457.5,460.3999938964844,460.3999938964844,148820000,460.5299957275391,462.2449981689453,444.496999613444,2.077639240006249,3.799808030955484,-1.722168790949235,-77.16058104027383,459.6791594200393,451.81665827222446
1990-06-29,461.1000061035156,462.5,460.70001220703125,462.29998779296875,462.29998779296875,158810000,459.85999450683596,462.3149978637695,444.8753326416016,2.1328089670770964,3.466408218179807,-1.3335992511027106,-55.55561834899716,460.0823637851054,452.2277692338223
1990-07-02,461.6000061035156,462.3999938964844,461.29998779296875,462.0,462.0,114150000,459.3299926757812,462.3249969482422,445.3236658732096,2.127796946772378,3.1986859638983214,-1.0708890171259435,-43.8272477069405,460.377384741243,452.61099396975084
1990-07-03,461.20001220703125,461.79998779296875,460.79998779296875,461.79998779296875,461.79998779296875,131020000,459.4499938964844,462.1449966430664,445.7999989827474,2.0836663622488345,2.9756820435684244,-0.8920156813195899,-45.67902629977715,460.5962467492008,452.97134666870056
1990-07-05,460.0,461.3999938964844,458.29998779296875,459.20001220703125,459.20001220703125,97760000,459.5799926757812,462.00499572753904,446.3149988810221,1.8179401725074626,2.7441336693562324,-0.9261934968487697,-43.79096439613045,460.38144143502086,453.2156080623606
1990-07-06,458.70001220703125,460.70001220703125,457.6000061035156,460.5,460.5,101400000,459.4199951171875,461.7149963378906,446.79833221435547,1.6927356008101242,2.533854055647011,-0.8411184548368866,-60.26483641743264,460.39968121424846,453.50127049128764
1990-07-09,461.29998779296875,462.20001220703125,460.6000061035156,461.70001220703125,461.70001220703125,118500000,459.3399963378906,461.53499603271484,447.2749989827474,1.6710778862142206,2.3612988217604527,-0.6902209355462321,-47.10149093980955,460.59973213621504,453.82278977425796
1990-07-10,461.8999938964844,462.70001220703125,460.70001220703125,461.0,461.0,142270000,459.5799987792969,461.5749969482422,447.7449991861979,1.5792245390472885,2.20488396521782,-0.6256594261705315,-12.370968604588972,460.66131180756656,454.10424899879683
1990-07-11,460.5,463.8999938964844,460.29998779296875,463.8999938964844,463.8999938964844,159030000,460.1199981689453,461.48499755859376,448.1566660563151,1.720601349515789,2.1080274420774137,-0.38742609256162464,-19.587602918366898,461.15957059047696,454.4883958575297
1990-07-12,464.8999938964844,467.20001220703125,463.29998779296875,467.20001220703125,467.20001220703125,153700000,460.9699981689453,461.34999694824216,448.60999908447263,2.075007988194102,2.1014235513007513,-0.026415563106649387,-0.0,462.08886930071606,454.98689061633377
1990-07-13,467.6000061035156,470.29998779296875,467.0,468.3999938964844,468.3999938964844,160590000,462.0,461.2649978637695,449.13999938964844,2.424755227477533,2.166089886536108,0.258665340941425,-0.0,463.0598115462189,455.5128946665358
1990-07-16,468.70001220703125,470.1000061035156,468.1000061035156,469.6000061035156,469.6000061035156,138070000,462.8,461.32999725341796,449.75499928792317,2.7668686510954217,2.2862456394479707,0.480623011647451,-11.11109128159734,464.0659953242645,456.06533040916247
1990-07-17,469.5,470.0,463.8999938964844,464.5,464.5,167810000,463.5300018310547,461.429997253418,450.4316660563151,2.596536873295179,2.3483038862174124,0.24823298707776642,-4.093466016575887,464.1327652743777,456.3961017656659
1990-07-18,463.20001220703125,464.20001220703125,459.79998779296875,460.79998779296875,460.79998779296875,158990000,463.7800018310547,461.61499786376953,451.0766662597656,2.1383382174970507,2.30631075247334,-0.16797253497628928,-33.91810569448113,463.6200302772378,456.56880317850135
1990-07-19,457.20001220703125,458.8999938964844,455.29998779296875,458.20001220703125,458.20001220703125,182560000,463.6800018310547,461.62999725341797,451.75499928792317,1.5475766801160944,2.154563938001891,-0.6069872578857964,-74.21882078058317,462.78618134335983,456.63277216001234
1990-07-20,459.6000061035156,459.70001220703125,455.1000061035156,455.29998779296875,455.29998779296875,174580000,463.5800018310547,461.49999847412107,452.4049992879232,0.8357521413868199,1.8908015786788768,-1.055049437292057,-80.66650390625,461.6344592586843,456.58050610640277
1990-07-23,451.79998779296875,454.6000061035156,441.29998779296875,444.6000061035156,444.6000061035156,168880000,463.06000061035155,461.1999984741211,452.98333231608075,-0.5850291806096948,1.3956354268211624,-1.9806646074308571,-98.68432940552891,459.0137741578891,456.11068257687776
1990-07-24,444.5,445.79998779296875,438.20001220703125,442.6000061035156,442.6000061035156,160500000,461.35,460.4649993896484,453.3749989827474,-1.8510541003435605,0.7462975213882177,-2.5973516217317782,-88.62062651535561,456.4885790726009,455.58085212694203
1990-07-25,444.3999938964844,445.79998779296875,442.8999938964844,445.5,445.5,141600000,459.51000061035154,459.81499938964845,453.78499908447264,-2.590520788160916,0.07893385947839093,-2.6694546476393066,-86.2928434798812,454.7980284460469,455.18552459255216
1990-07-26,446.0,447.0,444.3999938964844,445.3999938964844,445.3999938964844,136060000,457.6700012207031,459.3199996948242,454.2083323160807,-3.1483311211967475,-0.5665191366566369,-2.581811984540111,-77.25858771005807,453.3521769768834,454.8017782907456
1990-07-27,444.20001220703125,445.3999938964844,442.20001220703125,442.6000061035156,442.6000061035156,121800000,455.48999938964846,458.74499969482423,454.5999989827474,-3.772844441148834,-1.2077841975550765,-2.5650602435937575,-77.57013344082628,451.69799684251916,454.32327742065814
1990-07-30,439.29998779296875,441.8999938964844,436.8999938964844,439.3999938964844,439.3999938964844,120440000,452.9100006103516,457.8550003051758,454.9166656494141,-4.474411754593575,-1.8611097089627764,-2.6133020456307987,-86.2928434798812,449.80599638928305,453.73805061578855
1990-07-31,439.29998779296875,440.0,436.79998779296875,438.20001220703125,438.20001220703125,135150000,449.88999938964844,456.7100006103516,455.1499989827474,-5.068807342866023,-2.5026492357434256,-2.5661581071225976,-92.51496869206571,448.0204603612443,453.12871577622946
1990-08-01,437.70001220703125,438.6000061035156,435.1000061035156,435.8999938964844,435.8999938964844,128980000,447.26000061035154,455.52000122070314,455.3099990844727,-5.660214949985004,-3.134162378591741,-2.5260525713932633,-95.82082264458955,446.1557732128197,452.4530796240826
1990-08-02,430.20001220703125,433.3999938964844,427.3999938964844,428.8999938964844,428.8999938964844,146540000,444.77000122070314,454.2250015258789,455.3883321126302,-6.617469172656797,-3.8308237374047525,-2.7866454352520447,-97.72730622411531,443.5010379333835,451.5294292033925
1990-08-03,423.5,428.29998779296875,408.1000061035156,417.5,417.5,203170000,441.8399993896484,452.7100006103516,455.33999888102215,-8.201443143157292,-4.704947618555261,-3.4964955246020306,-96.48712044219744,439.5008782513245,450.19494178365164
1990-08-06,403.70001220703125,414.6000061035156,399.5,400.0,400.0,174810000,438.06000061035155,450.56000061035155,455.10999908447263,-10.744996047188636,-5.912957304281936,-4.8320387429066995,-84.81422484111384,433.423820058813,448.2265126940967
1990-08-07,401.1000061035156,406.6000061035156,401.1000061035156,402.1000061035156,402.1000061035156,165470000,433.6,447.475,454.5566655476888,-12.447836199671315,-7.2199330833598125,-5.227903116311502,-99.22720261875675,428.60477175799804,446.4176300827014
1990-08-08,404.1000061035156,408.0,402.8999938964844,407.70001220703125,407.70001220703125,144850000,429.55,444.5300003051758,453.95666554768883,-13.19339040547078,-8.414624547782006,-4.778765857688773,-95.68105385996591,425.38865490400315,444.8992921267928
1990-08-09,409.70001220703125,413.20001220703125,408.5,413.0,413.0,129930000,425.77000122070314,441.7200012207031,453.39166564941405,-13.204370994558701,-9.372573837137345,-3.831797157421356,-86.37872002611736,423.48270799569497,443.6483394943695
1990-08-10,412.6000061035156,413.0,406.29998779296875,408.0,408.0,112030000,422.5300018310547,439.01000061035154,452.8999989827474,-13.461357256726558,-10.190330521055188,-3.27102673567137,-75.49909527298828,421.1007529194342,442.2503653965511
1990-08-13,404.79998779296875,408.5,404.1000061035156,408.29998779296875,408.29998779296875,87640000,419.07000122070315,435.99000091552733,452.318332417806,-13.485363338966238,-10.849337084637398,-2.63602625432884,-82.10526315789474,419.1314044384396,440.9189780395479
1990-08-14,409.29998779296875,410.6000061035156,408.5,410.29998779296875,410.29998779296875,107490000,415.9600006103516,432.925,451.6949986775716,-13.190948009222836,-11.317659269554486,-1.8732887396683502,-81.47370990953948,417.772724954521,439.7182333239958
1990-08-15,412.79998779296875,413.29998779296875,410.8999938964844,411.5,411.5,105240000,413.1699981689453,430.2149993896484,451.0616653442383,-12.714229064740778,-11.596973228591747,-1.117255836149031,-77.26318359375,416.80769034613314,438.611635938741
1990-08-16,408.6000061035156,410.6000061035156,402.29998779296875,402.29998779296875,402.29998779296875,114900000,410.72999877929686,427.75,450.3716654459635,-12.929743924585068,-11.863527367790411,-1.0662165567946573,-73.85620567387674,414.57573610718475,437.18764973694607
1990-08-17,396.3999938964844,400.5,389.70001220703125,393.5,393.5,146950000,408.0699981689453,424.9549987792969,449.5116653442383,-13.653240417354198,-12.221469977703169,-1.4317704396510287,-93.39625425464763,411.33331516761785,435.47440857079135
1990-08-20,393.6000061035156,394.0,388.3999938964844,388.6000061035156,388.6000061035156,115470000,405.6699981689453,421.86499938964846,448.4549987792969,-14.455372619472826,-12.6682505060571,-1.787122113415725,-92.44535046686445,407.8358830039098,433.63619670932957
1990-08-21,380.6000061035156,386.70001220703125,375.79998779296875,379.70001220703125,379.70001220703125,166490000,404.5299987792969,419.06499938964845,447.29333241780597,-15.62906120695527,-13.260412646236736,-2.368648560718535,-99.60156940558824,403.5072874966977,431.5210522190434
1990-08-22,381.6000061035156,382.8999938964844,374.79998779296875,374.79998779296875,374.79998779296875,146100000,402.2899993896484,415.91999969482424,446.0599990844727,-16.76139397140986,-13.960608911271361,-2.800785060138498,-93.22912499860922,399.0907798499702,429.2966967513542
1990-08-23,363.79998779296875,372.3999938964844,359.70001220703125,360.20001220703125,360.20001220703125,202760000,398.9999969482422,412.38499908447267,444.6816655476888,-18.622206651596912,-14.892928459336472,-3.7292781922604394,-100.0,393.10758482797957,426.58702284765525
1990-08-24,365.20001220703125,367.29998779296875,362.20001220703125,367.29998779296875,367.29998779296875,161080000,393.7199981689453,408.125,443.03833262125653,-19.301509626066377,-15.774644692682454,-3.526864933383923,-99.08925308636142,389.13718528413176,424.2620410808048
1990-08-27,377.5,382.20001220703125,370.0,381.29998779296875,381.29998779296875,129400000,389.6499969482422,404.35999908447263,441.50999908447267,-18.49695771573829,-16.319107297293623,-2.1778504184446668,-85.82093461264294,387.9314625931836,422.57725467736026
1990-08-28,381.29998779296875,383.29998779296875,380.6000061035156,382.8999938964844,382.8999938964844,117800000,386.9499969482422,401.4549987792969,440.1633321126302,-17.52818342200146,-16.56092252223519,-0.9672608997662699,-59.701519730534216,387.15739048599914,421.02128366634554
1990-08-29,381.6000061035156,383.5,380.5,381.79998779296875,381.79998779296875,118070000,384.2099975585937,398.6899978637695,438.7849985758464,-16.65717061981576,-16.580172141751305,-0.07699847806445348,-56.716432356846305,386.3331746870714,419.4831936320955
1990-08-30,381.5,383.1000061035156,378.5,378.70001220703125,378.70001220703125,106300000,381.2399963378906,395.98499755859376,437.40499827067055,-16.03221937573005,-16.470581588547056,0.4383622128170046,-58.76868348474462,385.15884199783443,417.88385318405375
1990-08-31,378.29998779296875,381.29998779296875,377.29998779296875,381.20001220703125,381.20001220703125,79850000,378.8799987792969,393.4749984741211,435.96666514078777,-15.160451655996496,-16.208555602036945,1.0481039460404489,-64.55222265999531,384.54979126078774,416.44527118495483
1990-09-04,379.0,381.70001220703125,378.6000061035156,381.70001220703125,381.70001220703125,78140000,377.65,391.65999908447264,434.5849985758463,-14.264788039042799,-15.819802089438117,1.555014050395318,-59.88804143104732,384.111363714056,415.08271200935
1990-09-05,383.0,383.20001220703125,381.20001220703125,382.3999938964844,382.3999938964844,89050000,376.9600006103516,390.74499969482423,433.2649988810221,-13.3446566027946,-15.324772992109414,1.980116389314814,-58.955205185257725,383.8480760498142,413.8010367892377
1990-09-06,380.70001220703125,381.8999938964844,377.70001220703125,378.79998779296875,378.79998779296875,98730000,377.22999877929686,389.75999908447267,431.9249989827474,-12.7588600202277,-14.811590397733072,2.0527303775053714,-55.402781116991456,383.0714470872226,412.4284466325213
